,youtube_id,comment,like_num
3413,ayeaye,insider trading  got dam  is there no law stump wont break,0
3414,bababooey420,the president would like to go away  let that sink in,2
3415,babycaca13579,take a shot every time biden looks down and closes his eyes to listen to how he should respond,6
3416,badbob,mr president trump       iranians loves you and usa        and iranians needs help your help for regime change in iran  thanks usa   trump              stop joe  your pathetic,0
3417,baldogstatue,anxiety should be trump virus from now on because american felt it day by day since he walk in the white house,0
3418,beastking55,nice to see biden back in mens clothes for a change,2
3419,bec0909,trump 2020,0
3420,becca206,3 38 00  dude talks about trump deflecting questions on healthcare  economy  covid   but all i heard was him proudly talking about what he considers successful improvements during his campaign    if you listen to how they address the hb emails shortly after that  this guy is basically saying  if you dont know then you dont know  which is 100  the problem  so many people dont know because there is a lack of coverage across the majority of news networks  and if you simply google it or youtube it there are official statements saying that it is 100  not foreign meddling  i dont like crowder but i watch their commentary   fact checking for debates  wish i could find one as good on the democratic side to call out trump on things they may not  which you can see here https   youtu be faqmtbt snk t 2728  and regarding the hunter biden stuff that theyre generally avoiding drawing attention to   you can see most of that released information here https   www youtube com watch v 1vwyjgmyzuw and here https   www youtube com watch v eqeo0odwyca  i feel like the people talking on this station after the debate didnt even pay attention  instead of actually fact checking trump for bs and showing source information all they did was talk a lot without really saying anything  which in my opinion is either 1  a wasted opportunity or 2  there was nothing they could actually say because there werent any lies or misinformation  3 52 56     he wasnt a trainwreck but he lied a lot     he made up a lot of   stuff            ok  like what  can we get some specific examples and source material  or are you just gonna say things and hope that listeners are stupid enough to just take your word for it    and biden fracking montage   https   www youtube com watch v  4 2ynjacfi  oh and there was one clip that isnt here where someone asks him   even though it would displace hundreds if not thousands and maybe tens of thousands of workers  would you still consider ending fracking  where he replies yes,1
3421,beethovensg,vote for biden        make a communist   nazi america    bow down to communist china  leader of all communists,2
3422,benchawngthu,https   youtu be wbozdbm67ly     please watch this video please,0
3423,bendoinamsao,seems to be a giant  no  you   battle               0  patricklayman hey guys i made some face mask designs  do you like these type of face mask designs,0
3424,beneebos,trump is like the devil,0
3425,bentallman,biden is so stupid all he  s doing is trying to be a bully and put trump dow make him look bad don  t worry about trump i  d love to have seen any other president go through what trump has and do better,0
3426,bentpressowner,wow   i lived in a socialist totalitarian country and i never seen the level of news media ignorance like this  they fend on checking fact and have no shame in being biased against the president  nazi party was a socialist party and the first thing they did was to take the guns away from people  after that was the property and their rights  media is so corrupt that even a communist country falls short in corruption     i hope people realize that freedom is beautiful and to maintain it we have to be free  if you  re crying because obama made cages for illegal immigrants  i  m an immigrant myself  and you blame trump  please look in the garbages of planed parenthood and you  ll going to find kids parts    so care more don  t stop at immigrants only  let  s not lie each other anymore we are not voting republican and democrat anymore but we fight decency and morality against indecency and immorality of democrats  stop faking that you care i live in one of your stupid degraded cities and i can  t even compare it with a republican one  we live in human filth and disregard of everything right afraid to speak our minds so we can keep liberal mobs away and our cars and houses not to burn  we live in fear in democrat cities that are deteriorating every single day     you want to bring that monstrous socialist system that i ran from  you want communes and for all people to be   equal  except the ruling class  i  ve live it before not again i rather die,0
3427,besiehevodiaapai,trump was chosen by god and he will continue to be a winner  i m strongly behind him,0
3428,bfolmer,i wonder if trump would like to have a discussion about how corrupt his children are,2
3429,bigphil303,o   b build the cages  trump build the wall,0
3430,billaiken,what a joke this is  we are living in a real life movie with scripts,1
3431,billschleigh,donald trump  the virus came from china  it s china s fault  it should never happened     ozarks tv show  ruth langmore a the presidential debate moderator    i didn t ask you about global warming dumb a    i asked you about your opponents record on taking care of the g d  m environment  listen up sh  heads  cause i m only gonna say this one more time  and so help me g d  if you morons can t answer the f  kin  question  then i m leavin,4
3432,bklynstyle,hey j b   blah blah blah,0
3433,bloopervideos,lacking of respect from both sides,0
3434,bobbofly,look at all of the stupid trumpies in the comments  im literally sobbing lmaoo,0
3435,bobcharly,me as a half iranian and half russian,0
3436,bobeanderson,kids,2
3437,boopItsme,oh my god it  s the circus i  wanna grab a bag of popcorn,25
3438,boothsalas,google three red banners,0
3439,brandonowens,see how biden laughs about our country problems trump you lying through your  teeth   stoppppppppppppppppppp,5
3440,braydensiler,stop laying about the corona virus panic pandemic  biden scar tactic to get votes              yes it will not be over soon with biden,54
3441,brendanwijetunga,i have to we love all job   we love all mr president and mr billgates        i love to back in the member debit  bank   full name juwita,0
3442,briandonahue,maga,0
3443,brianhernandez,in     dust     tree              don  t ever have to hear him say that again  5 minutes new 100 drops get in here,0
3444,brianmeisner,if the paris climate accords are restored  it would destroy the us  s job market  economy  and gdp  and allow china and other nations to pollute just as much as they  re already doing  negating the entire point of having a multi national pact to stop global warming,39
3445,bridgetlisar,cant trump this   bye bye joe and take kamala with you,98
3446,browneyedgirl,i am dramatically disappointed with the level of this debate  how can a country that wants to maintain its position as a world empire organize such a farce  three fourths of the questions were based on socialism  it is widely known that democracy leads to socialism  but if the united states follows the democratic vision of its country  it will lose the war with china  this is no joke  joe biden for russian presidency,1
3447,brucevallimont,what a dog and pony show  remember who you work for media and political parasites  it isn t your banker sponsors,0
3448,bryantlroeback,this was the better of the two debates  but both at times sound like sibling children  joe sounded a like the older mature brother,0
3449,bryce,wwe trump vs   biden,21
3450,btsexoliving,we lost our health insurance that was better and far less expensive when aca was passed,0
3451,bubblyju1cex,god help us all,14
3452,buckemdwn,sudan latest arab country to normalise relations with israel thanks to trump,0
3453,bugsbunny,biden vs china is one,0
3454,butchlara,biden  why always blame this to trump to gain political points  you are all talk and had done nothing while its happening now  lets wait for the fraudulent election results,1
3455,caniican,vote vote biden just laughed at trump to belittle him  it didn  t work  it showed weakness on biden  s part,0
3456,cannagawd,the irs would be on trump if he wasent paying taxes biden needs to think of another excuse to say why trump shouldent be president saying ur gonna take everyones guns fkk this commie libtard,0
3457,caridadGarcia,that s right the real reason he attack fauci because is democrat he is running a war against democrats,0
3458,carlosGarcia,joe your a p o s  not that much of you teachers going to die come on  how you going to keep this country running and not shutting down the country come on joe your on replay,1
3459,carmenoliviafelton,just watch fox and nbc because they re both biased,0
3460,caronav,make america great again is colour revolution finally coming to amerika  after amerika has been involved in all the colour revolution around the world  its time for the umbrella movement,0
3461,caterinabevacqua,the smiling one i don  t trust,16
3462,cawayneclarke,why dont he talk about the mothers who trump lock away from their kids and when the parents are separated trump and some set of surgeons  cut out the mothers womb and trade them with china for money he earned 830 billion dollars thats cruel he should  go to prison for life without parole  biden for life trump is a punk,1
3463,chantelJohnson,trump didn t have a good explanation for race  he was some what sarcastic on the subject  biden didn t get as much accomplish in office  bc he was working with the majority of republican party in the house and senate  another thing biden did admit mistakes or that it was a poor choice he made when he voted in the senate on policy s  trump never will admit or take responsibility for when he s made poor choices  trump don t realize everyone don t have 401k s,1
3464,charleskim,biden hasn t talked anything   he was hiding in the basement the whole time   cant imagine that presidential election in us can be done without any rally by the democrat  but no one shows up for the rally   so it s understandable,504
3465,chatonatv,joe biden is the same barack obama george bush at the same you don t remember the gallon the gas is  5 my president is donald trump good president the economy is up thank you donald trump,0
3466,cheerybarry,live fact check would be useful,0
3467,chemicalhap,you cannot say what speaks to women          what is going on is wrong          its playing politics for understanding votes         when they get the job it is something different           he was eight years with obama and biden did nothing time to sit back and listen to more of trumps made up stories and words  lol   come on joe  knock his block off,0
3468,chingho,puzzle map 3 0  https   youtu be fgs8j6nzigo,0
3469,chrisetbeastet,pls win joe biden pls,0
3470,chrislee,spero che gli americani sappiano votare bene come 4 anni fa votando il presidente trump,0
3471,christianperez,all lies from biden for sure  he will sell out his whole family for this sick control freak gang system,0
3472,christianvallejo,i will vote for joe but will my vote counts that s what s  going on right now because i don t want to be left out of this voting pressure on my mind right now,0
3473,christinabeihneisia,trump trump,0
3474,chucky428571,asians for trump,4
3475,cibetka76,whats all the fuss about  presidents of usa are just puppets who decide nothing  they cant decide anything because they are incompetent  since ww2 they were soldiers  holywood actors  showmen  clerks  clowns  dumbasses like bush etc  they are 100  dependant on advisors and materials provided by establishment  its precisely this incompetence they are picked for  no really competent person with broader agenda could ever filtrate through their campaign funding and media schemes  same people control both parties  establishment  media and all the money  who cares who is a president when absolutely nothing changes in us politics because of that,13
3476,citizenspace71,very educational,0
3477,cjpejer,one of my favorite country is america but now i m so sad seeing america  killing it s self     i hope your next president will be a good leader,0
3478,claireza,make china great again   we love joe,0
3479,colek,trump  they will let you grab them by the     biden  tara didn t,0
3480,condensedmilk,i didnt know that they picked a  minecraft steve cosplayer as the moderator,0
3481,cookiecookie,in this case trump is right     we cannot close down the countries no matter what is going on with this virus in this case i totally agree with trump on this,0
3482,coronavirusItsImpactonTheWorld,man  this is gonna be a good election,0
3483,cosmicxsamuel,guys look at america   nothing great happened but the worst not only america but the world and the president  trump  didn t take any responsibilities    can you trust him again       my view from india,0
3484,cpjunior,what s a dark winter,0
3485,curiousone,its sad how ppl give up alll their rights without demanding proof say no to mandatory vaccines    it your human right    its your birthright     who would take an injection from ppl who created the problem,6
3486,curtismcmanus,both of them are idiots   us should get the british back to run the country omg      like a comedy show live,0
3487,dahliayvesalmozael,trump   it s a worldwide pandemic     it s all over the world  genius,18
3488,dakotail,chuck todd knows you have aids   what   first 10 minutes too,2
3489,danbockhoff,why are presidents and priministers always old  are there not younger qualified people out there,0
3490,danimals,biden talks about all these people dying from covid  it  s just natural selection bro,0
3491,darkshadow,dont go pentalizing us for not having insurance,0
3492,davealvir,katy perry,0
3493,davejordan,paranoia,0
3494,davidduan,i feel bad for the host of this game red sus blue is a crewmate,4
3495,davidfortrump,sleppy alzhaimer joe wants to go to a nuclear war  how stupid u need to be to vote for him   trump dare not show his tax records while president  may face jail time when he s not  this is disgusting  this is so freaking rigged  screw biden and the democrats  and i thought the british labour  snp and lib dems are disgusting scum,10
3496,davidsmith,how did these guys even get here cos they both stupid  how do you even vote for such so what s your plan stats show that 75  of employees will be out of jobs and poor what is your say or plan about this bidden creating what new jobs when ai are taking our jobs  everything is getting automated there will be no jobs at all in the next 5 years i dnt like bidden rather stick to what you know trump wants to be black see his skin is tan  vote for trump black african americans,0
3497,davidwilfong,wall street has capital  but doesn t have enough votes  moderator was outstanding  great job  biden couldn t  change things because he was vice president not the president wouldn t be nice to hear something positive for once instead of trump s daily up evil in 47 years this man has not been honest     nbc fake news just like cnn denying the facts mr  joe touchy biden doesn  t make it true   about you receiving a cut from every transaction your son made with every country you deal with    facts ffs how long do i need to fast forward    if you think that there is racism in america especially from the police  go watch on you tube  commentary from 1969 on communists using race conflicts to introduce socialism and then communism,6
3498,dawaphuti,how many time he says  china  give me a like,10
3499,dcammer,our children were indangered at schools pre covid 19 in 50 years  historians will not spend more than a minute deciding who was the worst us president in history  if the us vote this clown in again  they will get what they deserve  wake up america  you have been conned,0
3500,deadchannel,i do sorta feel sorry for joe  he s too old for this  he is mentally inept,0
3501,deansmith,this is literally me fighting with my brothers    this happened   not true,0
3502,deez1nutz1,much better moderator than chris wallace in spite of her politics  kudos,0
3503,delilahr11,trump win,0
3504,desimonebyerly,joe biden   there is institutional racism in america    has been apart of the institution for 40 years,21
3505,dharter100,biden 2020,0
3506,dillonlong,trump 2020,0
3507,dinaben,joe is tired,0
3508,dixonpinfold,ogly trump forgot to tell that when obama take ofice america was in the botom  when trump take ofice america was doing better,14
3509,djbrown,where do i get those smart     bricks to build knowledge,0
3510,dmc431,biden laptops matters     in my country  australia  we figured out that polls are baloney last election  america still hasn t caught on  tho im guessing this is just the media being hopeful   smh  dudes,3
3511,doa,free palestine,1
3512,dongchen,wow   he actually kept track of how long he met w obama,0
3513,donnagarcia,please google  tony bobulinski the truth shall set you free,13
3514,doralcook,may god help americans this is scary watching from south africa,0
3515,dorito,gw nbc u didn  t throw the president of the united states under the bus,0
3516,doug,every single one of those news pundits were shook  trump won,0
3517,dragondescendant1,trump is great  he only the first president who exposed chinese bad policies which are very harmful for the usa  joe biden have soft thinking for china  this would be very harmful for usa if joe become president of usa,0
3518,dreadman,biden a joke  the world will soon see  democrats won  t cure covid ppl  trump did his best  we have to live with covid just like we living with cancer and aids  it  s just here  trump keeping it real and biden supporters gonna swallow their ballot,1
3519,ebcho78,are the nbc anchors employed by the biden campaign people,47
3520,eber,when i was in 2nd grade i remember it was like should dogs be able to walk without a leash this debate sounds like the same thing,0
3521,eclyectkjackson,biden text 30330   is 2020 is divided by the devil s number 666 it equals 30330  check it  you re putting the devil in house,0
3522,edill570,i work for nbc news and i am awesome     gag,0
3523,eduardolamas,how clips do you need to realize biden isn t mentally capable to be president    how many clips do you need to realize he changes his views    how many clips do you need to prove he doesn t have immigrants best interest   please don t ignore all the clips online,1
3524,edvardedi,as for being canadian and it effects me   biden will hurt the people here in alberta in the oil industry   not many people like him here  actually not one person i ve asked    not one   we don t work in the oil industry but it s what alberta is based on and he will take jobs and food off our tables here in canada   but he couldn t care less   trump actually wants to help us  we know that and we appreciate it,0
3525,eiennoooW,joe biden was never so much fluent before in his whole life and we know the reasons,1
3526,ejlalelsadig,oh my god                open your eyes trump doesn t care about 225 000  deaths the usa is chaired by an incompetent fool vote this liar out          shame on trump,0
3527,ejswagmore,whoever vote for biden then they will be american china s citizen in 4 years,0
3528,el90skid,25 58 i love donald trump  got to give it to him  he keeps it gangster   why hate   he keeps it real  that  s why i changed my mind about him,3
3529,elPygargue,the moderator seemed biased towards biden jesus    democrats will put us right back in war,1
3530,elishanagle,she keeps cutting trump off and allowing biden to speak freely  biased much,0
3531,ellaGirlivy14,joe biden is not go to win  biden is a bich shhh trump is go to win trump biches,1
3532,ellielovesbands,17 56  putting up plexiglass is unbelievably expensive   this is the most ridiculous thing  i ve ever heard,1
3533,elvarg,one simple question how do people like that older lady in pink  so called journalists  look themselves in the face in the mirror and not vomit on themselves for spewing this kind of garbage,0
3534,emilposselt,have fun with being the laughing stock of the world   plz vote trump again   rofl,1
3535,emmanuelchika,obscenity thy name is biden  ladies and germs  assigning blame to president trump is the ccp narrative  it is a virus nobody understands  joe is a totally corrupt politician that panders and kowtows to the ccp and peddles his country in   pay to play  we need to find out much he is compromised by hunter in the family joe    business  deals with the ccp and others,4
3536,endahafene,tramp is donkey,0
3537,eradaidiovo,china s fault  it is not my fault,0
3538,ereneren,stop with the plague from china   why did i see it and you didn t  you looser leader   looser  for chrips sake trump    your grand daddy died in the fall wave of the spanish flu    died  dead   worse than the first wave  1918    you have said nothing about this,0
3539,eriknavarrete,why are presidents always old asf  like they turning 90 years old or somethin,8
3540,ersallawallace,biden seem so fake idk about that guy are the colors of their ties a coincidence,0
3541,evaGarcia,b is going to get screwed like hillary,0
3542,fabianchavez,hi guys i don  t like donald j  trump what about you guys,3
3543,falkenlaser,i invite everyone to get my book on amazon  coronavirus its impact in the world                  not forget to vote,4
3544,familyqueefun,i love i it lf i de you guys,0
3545,fanofbiden,lol that trump sure likes interupting,0
3546,fedefromjapan,moderator was a biased pos   biden is a corrupt career politician who has cared less about the american people and filled his pockets with millions of laundered money from foreign countries through his son and brothers  a fact with proof available anywhere you look,1
3547,felipemendoza,this horrible disease that came from china  bruh ok we get it,47
3548,ffff,i don  t think so   obama health insurance is sucks,2
3549,fhjhjhgjghj,do you think it s possible light travels at different speeds in opposite directions  https   youtu be ptn6ewhb27k,0
3550,filipchurp,donald trump will win the election  no questions asked  biden does not have the spark,0
3551,fireboltVi,justice will prevail justice will last hold high the universal banner please support mr donald trump  this important vote will make americanism strong again,0
3552,fknroker666,might as well move to mars,0
3553,florentinarin,biden won                   0,0
3554,flowerandlightlinnet,i will forever be indebted to the great doctor mama for fixing my broken marriage after my husband left me for his mistress for 3 months  i never believed in spells until my friend introduced me to her  at first  i was skeptical about her because i heard a lots about false spell casters but i put my doubts behind me for i was desperate to get my husband back and i did according to what she instructed me to do  now my husband is back just within 48 hours of contacting her  i m living happily with my husband again after 6 months of divorce and i will not rest till he s known all over the world  she also specializes in money spells  lottery spells  sickness spells e t c  get connected with doctor mama now  her email is flowerandlights  t or whatsapp on  27837746681,0
3555,flowergirl,as a progressive  i voted for biden because of is acceptance of a 15 dollar min wage  his left leaning green environmental plan  his public option healthcare plan and as a protest vote against trump  but i have my concerns with biden too  he is trying to stack his cabinet with war hawks  i worry about his history of corporatism  his support for wars and i feel his police reform isn t good enough   yes  i did vote for biden but i will continue to criticize biden and hold his feet to the fire,0
3556,foch41,trump 2020 for sure code joe is such a lair,5
3557,foramdesai,new vid check it out if you are bored  https   www youtube com watch v vdtebugzj7m ab channel triko,0
3558,franciscorivera,trump or biden   comment below  honest polling,1
3559,franciselonye,wow  can t think at all  is this trump  how on earth did his family make money  ohhh  yes  his father was a grifter       what are you planning to do to lead the country out of the pandemic  and ll trump did was ramble about the virus will go away  no specific plans  no details america is in real trouble  does he think joe is the president yes he s been given congratulations by  terrorist  racist  and ignorant groups oh lest not forget north korea,1
3560,frankiejose,obama 2020 2021,0
3561,fresherbrine,biden is saying he will do all these things  trump as alr done,0
3562,fruitofthespiritgalatians522kiyee,no debate 2 idiots ripping on trump  vote trump,12
3563,fujacky,2 15 37  i take full responsibility  it wasn t my fault  does he know what he s saying,0
3564,g8kpr3000,2 55 06 that lady didn t allow trump to respond and said have to move on but  supports biden to talk  no no no     bias,0
3565,gaatjeningdfgfgh,am not american but can only say the truth  as very clear  good face reader   i have concluded  trump is more honest and plain than second man   second man seem evil  in mind   covering something terrible,0
3566,galaxywolf,,1
3567,gamebeasts,im a kid im a kid im a wonderful kiiiiiid go pressedent no afence to any won,1
3568,gavinchum,joe biden is a senile old man  sometimes i m not sure he even understands the questions  or worse  that he has an inkling of an answer to them,2
3569,gavinmyers,just listen to what your hearing to  closely please,10
3570,gearheads4life,trump my whole world is coming to a end  trump is in fantasy land while everyone else is in reality,0
3571,georgeamaxopoulos,i am so grateful to be alive today  my girlfriend saved my life last night  this is a selfie i took in the emergency room after having a severe allergic reaction to almonds  i went into anaphylaxis  meaning my face  my lips  my eyes  my tongue  and my throat all started swelling up rapidly  making it almost impossible for me to breathe  i also had a rash all over my entire body  and i was extremely red  staying alive had never felt more difficult  at one point  my nasal passage was completely blocked  and it was getting more and more difficult to breathe  they shot me up with benadryl  steroids  they gave me a breathing tube  and even other stuff that i can  t even remember  and it caused all of the swelling and the rash to go away  because this was a severe allergic reaction  i need to continue taking steroids and benadryl for the next week  because it is possible that the allergic reactions could come back at any point over the next week  the steroids and benadryl make me feel like a zombie  and i really want to take care of my health  so this will be my main focus over the next week  i want to thank my amazing girlfriend  who made the decision to take me to the emergency room the second i started feeling itchy  i was hesitant about going  because i didn  t even want to believe this was actually happening  if it weren  t for my girlfriend driving me to the emergency room only minutes after eating the almonds  there is a good chance that i wouldn  t have made it according to the doctor  this has been without a doubt the hardest few days of my life  but i also look at them as the most important few days of my life  these moments have reminded me about what  s really important in life  and it has made me so grateful to even be here on this earth  i will be prioritizing my health over the next week  and i  ll post updates about how i feel  thank you all for being patient during these difficult times  this week has been nuts  too soon for jokes,0
3572,georgebushygansta,biden is scary  omg i think this is a scam,0
3573,ghostax1,lmao the guys at the end are legit such fkn liberals its crazy,1
3574,gilsanchez21ful,trump won,13
3575,girlgang,vote for donald trump  biden is a,1
3576,glynnHerron,the vaccine has been ready  no matter who wins they want you to line up  this is all a stage  a joke and half of these people talking didn t come from a woman s wound,0
3577,goldreserve,google it  trump will win,0
3578,gourmet,china biden   chiden,0
3579,grangran67,take  biden broad  positive sugar coated say what i want to hear approach   politician   trump bottom line root core  tell it like it is   business man  ref  global warming  who better to absorb the cost of change a strong economy or a heavily taxed one,0
3580,grantAlexander,joe biden lost to president trump and  more importantly  joe biden is going to be in the biggest scandal of american political history  joe biden s business partner verified what all the emails were saying he is a lying sack of filth and a crook and the way he lies the american people is disgusting his whole political career has been lies and plagiarizing and misleading and not answering questions well  now he has a very credible person that was his business partner come clean about the whole operation,1
3581,gregoryallencaldwell,biden said   come on   kitchen table  and  i m from scranton  repeatedly  so glad trump pointed out biden is a typical politician with his political double talk,1
3582,gregturner,dam i was thinking about what trump said if joe win again trump he is going to stop places from being open and i need food in my place and stores need to be open,1
3583,gugvhSOK,of course racism stupid making trump racist,0
3584,gully,biden    i don  t look at it as red states and blue states like he does  but rather the united states   next sentence    look at the red states and the spikes in viruses     198  mayliszt i come to check how joe answers   who is the big guy,3
3585,guoinshaye,trump is the only person to save america   with democratic  s help china will be greater,0
3586,hahaha,i do not understand why americans believe donald trump,1
3587,hanapoles,biden might be like brock obama and lie and when he becomes president he will be bad at 12 00 november 2 ok my mom just picked president trump,6
3588,hansfrance,the best line is  it s a virus that came from china    thanks mr  president for telling the truth again,1
3589,hasibullahNasery,the fact checkers will be up late tonight  xd,0
3590,hayleymonique,who else is not american or doesn t live there but still watched the whole video,0
3591,hazelfolley,vote for biden,0
3592,haziqridzuan,want to earn passive income during this hard time   totally legit and safe i swear  lol   you guys can use my referral to start the honeygain and get a  5 boost   t,0
3593,hectorRODRIGUEZ,ths pedophile will destroy us,0
3594,heddalee,trump looks like an irrelevant flop and a dirtbag  which is funny  since he is both of those things,0
3595,hi,trump    i  m the least racist person in the world   biden  uno reverse card,9
3596,hoesbemad,joe biden never supported the latin community,0
3597,hohohohohoh,33 55 donald made some solid points  he was already a rich man and closed his accounts before run for president  on the other hand  biden s son and relatives use his influences and gained    and no one talks about lol,21
3598,holdmybeer,out of 50 states trump may have won 3 states as sympathy states   his own wife did not give him a sympathy hug because of the coronavirus,3
3599,huc680ramqihquc,biden sometimes looks at trump incredulously  like  wtf is wrong with that guy,0
3600,hustleonair,when god rules your whole life you are never afraid of anythingggggggggggggggggggggggggggggggggggg,9
3601,iAMGroot,i had a nightmare last night     the word  particular chased me with a donald trump mask on,8
3602,iBRAHIMlama,trump     f biden     biden is all talk  trump is a new yorker    all real and bullshits when necessary   period,0
3603,iPremiumJayy,because  our county needs to be better  because we need more jobs in minnesota,8
3604,iaci8,bunker boy trump talking loud but saying nothing        it s all about their own ego,3
3605,iamAli,biden 2020 plsplspld,0
3606,iamlight,tramper and everyone who support him are even more sick than he is     choose a president who do for the people  not just talking,8
3607,iamwrath16,you need 50 percent to win  my life is a lie all this time i was thinking 51 percent was needed  cant believe biden even has votes  lmao,0
3608,ideaquest,thanks mr president trump       message from one iranian                             trump 2020,50
3609,iiiforniterobloxgirliii,you can tell when his meds start to wear off,0
3610,imalesbian,i hope donald trump wins,1
3611,iosgamegod,oops  a photograph of joe biden and hunter s business partner found on burisma s website  i thought joe biden knew nothing about ukraine burisma oil company and hunter biden  s business dealings  like i said joe biden is a pathological liar and he lied about fracking on the last debate  he either has a short memory or he  s becoming senile  or maybe joe biden thinks he can lie and get away with it because people don  t fact check him,0
3612,iranhelp,even an ordinary person in a country in the middle east has found that the democrats have stolen the american people s vote and replaced it with a fraudulent one in favor of joe biden  which will tarnish their reputation in the us federal court and the us supreme court   they spent to make this fraud real  and because mr  trump found out  they delayed the vote count to make it look normal,0
3613,irishgranny,trump didnt win   joe won,5
3614,itsart,we pay 14 million for yr golfing in yr gol d resorts  n o   comp  yrself   libertine glib,3
3615,itzcourtaysiaa,i like how he  s constantly cutting off the lady over   over  at least joe can be respectful about it,1
3616,iwax64,vote for democracy and free speech  biden harris 2020,0
3617,j8a1s4n,its fuuny the lady keeps trying to talk over trump butthen stays quiet for bidens response,0
3618,jPhonex,the uk has the lowest death count from january to april this year in over 5 years and july was record low  covid is the flu just look at the statistics haha if trump did not refused to allow the production act  things would have improved considerably with all of caution taken around the varus  but trump s missing of taking the already in place tools is now appearing to him like a powerful way to debate  stupid  bidey news   https   www youtube com watch v aiisq7toqlq,22
3619,jackWatsonepic,biden looks so sad,0
3620,jackremolado,only trump can stop china   because biden is connected to china,1
3621,jagbircheema,joe   average contribution 43 dollars  biden,0
3622,jaimeesquivel,biden 2020,0
3623,jamesfrancis,they really need to fact check these debates as soon as they answer,0
3624,jameskamara,everyone has aids,1
3625,jamiehyacinthys,like i live in denmark and my whole class talked about going to america and massacre trump if he wins the election like honestly i don t know what his problem is,0
3626,janetgilmore,t rump looks like a fresh    fish             hello prison,0
3627,jariol,this is the most intense presidential election i  ve ever seen  the only other election i  ve seen was when i was little   obama vs romney is the one i  m talking about,0
3628,jasonJamaica,lol look at dump face when the next man is talking,1
3629,jaxonrondeau,masks are lies,0
3630,jayByson,biden   to you teach  not alot of you are going to die  so dont worry about it  so dont worry about it   lmfao wtf,0
3631,jayatissa,is it true that former vice president joe biden is leading now,0
3632,jaymebabyy,could someone please tell trump to put his hands down,0
3633,jayson4446,sleepy joe is like women fighting and hitting on some bs excuse hahaha if you sleepy joe win you better do something hahaha,0
3634,jbreezym,i pity america if its going to vote for biden he is the most rehearsed fake president who lures with all the sweet talk they keep cutting trumps mic 1 08 54 please vote for donald trump   think all christian s  i am not even an american but an indian catholic  even i can understand,4
3635,jeffbrown,why does biden get to talk but not trump trump 2020 trump 2020 trump 2020,6
3636,jeimeluk,when are we going to realize that god decides who lives and who dies   the people who died from covid  it was their time to go  the people who recovered  it was not their time to go  god has our days numbered  he knows the exact day that we will die  and you will not live one day past that  you think that is mean  it s the truth  if god wanted those people to live  they would still be alive  we can t keep the country closed down  or our country will go bankrupt,3
3637,jellyfishbat0leg,trump destroyed biden fake figures  guys,0
3638,jenniferjones,i don t think we should just yous just one profusion but  all that can help,8
3639,jeongmoh,biden was right half of those 8 years of obama and biden was plagued by a republican congress  as we all know most of the power is in the congress  unless if this was military dictatorship,0
3640,jeromemark,interested in a risk free business proposal  send a mail to my private email jerome macc11 gmail com,0
3641,jesD,with trump there is no war with joe biden there will be war  you choose,0
3642,jessenoble,that little tickle you feel on your back door is the silver tongue of your democratic pick for president  45 yrs uneffective   unless you are a racist then biden is your champion  media bastardized debate  good for you sweetie,0
3643,jhgjhgjhgjhgdj,trump 2020,1
3644,jijoabraham,way better moderator this time around,0
3645,jjktng,biden v  diaperdon,0
3646,jnijni,to my russia  china and indian friends  trump said   filthy  to us  you know what we do if someone talk down to us,1
3647,jobee,a lesson in bad manners from both,1
3648,joejoe,chamachyat ghe ani pi te,0
3649,joel12yearsago,who won i fall as sleep  what happend who won,1
3650,joesmith,i don t trust a vaccine that is quickly made  i believe more in taking safety precautions  god bless you  trump    vote for trump,0
3651,johndough,somebody google mussolini   trump looks just him,1
3652,johnkidd,wow my god trump is on adderal,0
3653,johnlerner,biden lies and lies,1
3654,johnregrut,they we go from agricultural to industrial and from coal to oil  the world keeps changing,0
3655,jonkim,trump won he calls russia china india filthy 3 22 55,42
3656,jonnalavenkataRamireddy,trump is defeated here by biden,0
3657,jordanhowardtvandanywere,trump is amazing for this covid 19 so he will be r l p,0
3658,jordanramos,will you let them speak,0
3659,josecontreras,crim against other racist whent up causing a divide  one stronger is better than fighting and killing  dump trump we all know what s it like to grow up in hard times  trump has no clue we are still in hard times how would he know   as a leader words matter and it can lead to divide looking down on others and having no comption  we bring tighter   to stop the hate   we plan and to better the future for all not one groups that heats and divers  pleas vote,0
3660,joshuadiez,don  t blamed the the   president or all the leaders           is  all over around the world,2
3661,jospaatPooler,trump is right you can t just lock the nation  not everyone can afford to stay indoor,2
3662,jt,worst idea ever for democrats  to shut down the micro  that helped trump,42
3663,ju1u9emongaloid1j,i m watching a new comedy it s called americas presidential debate,1
3664,junichikozawa,atleast both of them mentioned me,0
3665,just1gamer12355,fuckorangeman,2
3666,justice4all,trump is the most unqualified  uneducated   deflective   embarrassing pos   he s  always blaming everybody else  cuz it could never be his fault   the irony is   everything he blames others of he s done himself  so he s actually ratting himself out    biden won by a landslide,0
3667,justjeff,15  38 we have to shut down because of the second wave  that being said i would like a much more up to date president  i  more open and more open to all opptiions with world viwld viwews   trump  is not and v  p  biden is not my pick  however   they  only give u s   the lesser of 2 evels biden  god bless trump   nothing is impossible for god the frist will be last and the last will be frist   amen,0
